1,25,A,25,-46,-7,-53,1947,160,2107,44,6.68,9.96,57.8,80.2,
1,25,B,26,-71,-10,-81,1948,156,2104,47,5.87,10.65,52.5,85.3,
1,26,A,26,-71,-10,-81,1949,156,2105,16,5.88,10.65,52.5,85.3,
1,26,B,27,-80,-12,-92,1942,152,2094,20,5.51,10.70,49.8,85.6,
1,27,A,27,-80,-12,-92,1942,152,2094,-31,5.51,10.70,49.8,85.6,
1,27,B,28,-65,-9,-74,1933,149,2082,-28,5.85,9.84,51.4,79.1,
1,28,A,28,-65,-9,-74,1932,149,2081,-78,5.84,9.84,51.3,79.1,
1,28,B,29,-24,-3,-27,1922,147,2069,-74,6.79,8.21,56.8,66.7,
1,29,A,29,-24,-3,-27,1920,147,2067,-124,6.78,8.20,56.8,66.7,
1,29,B,30,41,6,47,1909,146,2055,-120,8.27,5.92,65.7,49.3,
1,30,A,30,41,6,47,1909,146,2055,-124,8.26,5.92,65.7,49.3,
1,30,B,31,165,23,188,1899,147,2046,-116,10.90,2.07,82.0,20.0,
1,31,A,31,165,23,188,1900,147,2047,-86,10.91,2.07,82.1,20.0,
1,31,B,32,248,33,281,1892,144,2036,-78,12.04,-0.04,89.2,3.7,
1,32,A,32,208,28,236,2024,152,2176,-80,11.65,1.51,87.5,15.7,
1,32,B,33,293,28,322,2017,149,2166,-72,12.65,-0.39,93.9,0.9,
1,33,A,33,293,28,321,2016,149,2165,85,12.64,-0.38,93.8,0.9,
1,33,B,34,163,18,181,1995,167,2162,94,13.38,1.81,98.6,19.4,
1,34,A,34,163,18,182,1996,167,2164,72,13.38,1.81,98.6,19.4,
1,34,B,35,-52,-7,-59,1933,225,2158,86,7.81,20.24,85.7,156.6,
1,35,A,4,-51,0,-51,49,0,49,-139,0.05,0.15,0.0,0.0,
1,35,B,66,-2,0,-2,49,0,49,-139,0.10,0.10,0.0,0.0,
1,36,A,66,-2,0,-2,139,8,147,-11,0.88,0.66,7.0,5.6,
1,36,B,67,0,0,0,147,8,155,10,0.81,0.81,6.7,6.7,
1,37,A,32,45,0,45,50,0,50,139,0.15,0.06,0.0,0.0,
1,37,B,68,-4,0,-4,50,0,50,139,0.10,0.10,0.0,0.0,
1,38,A,68,-4,0,-4,140,7,147,9,0.97,0.57,7.6,5.1,
1,38,B,69,0,0,0,148,8,156,-11,0.82,0.82,6.7,6.7,
1,FORCES,IN,TENDONS,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
1,FORCES,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
2,1,A,1,-42,-11,-53,1396,436,1832,-72,5.15,15.27,175.5,276.7,
2,1,B,2,123,23,147,1602,302,1903,-59,10.50,1.76,166.7,65.9,
2,2,A,2,121,23,145,1577,315,1892,-80,10.34,1.73,172.9,72.3,
2,2,B,3,226,36,262,1639,272,1911,-70,10.04,-0.02,157.8,39.6,
2,3,A,3,226,36,262,1632,277,1909,61,10.00,-0.03,159.7,41.5,
2,3,B,4,154,34,188,1623,295,1917,69,9.07,1.55,152.0,63.1,
2,4,A,4,205,44,249,1492,281,1773,70,9.70,-0.29,155.8,40.1,
2,4,B,5,136,30,166,1495,288,1783,77,8.72,1.44,147.5,63.9,
2,5,A,5,136,30,166,1496,286,1783,103,8.73,1.45,146.8,63.2,
2,5,B,6,34,7,41,1505,288,1793,111,6.54,4.63,125.5,104.2,
2,6,A,6,34,7,41,1507,287,1794,98,6.56,4.63,125.1,103.8,
2,6,B,7,-16,-4,-20,1512,289,1801,102,5.42,6.36,114.5,126.3,
2,7,A,7,-16,-4,-20,1515,289,1804,58,5.43,6.38,114.3,126.1,
2,7,B,8,-46,-11,-57,1518,293,1811,62,4.73,7.55,108.3,141.7,
2,8,A,8,-46,-11,-57,1520,292,1812,18,4.74,7.56,108.1,141.4,
2,8,B,9,-55,-14,-68,1521,297,1819,21,4.54,8.09,107.3,149.1,
2,9,A,9,-55,-14,-68,1522,297,1819,-24,4.55,8.10,107.0,148.8,
2,9,B,10,-44,-11,-55,1522,303,1825,-20,4.92,7.89,112.1,147.3,
2,10,A,10,-44,-11,-55,1523,302,1826,-41,4.92,7.90,111.7,146.9,
2,10,B,11,-25,-7,-31,1515,310,1825,-37,5.55,7.30,119.5,140.8,
2,11,A,11,-25,-7,-31,1517,309,1825,-37,5.56,7.31,119.1,140.4,
2,11,B,12,-7,-2,-10,1508,316,1824,-34,6.18,6.72,126.9,134.4,
2,12,A,12,-7,-2,-10,1509,315,1824,-44,6.18,6.72,126.6,134.1,
2,12,B,13,13,3,16,1505,323,1828,-41,6.98,5.95,136.2,125.7,
2,13,A,13,13,3,16,1503,322,1825,-131,6.97,5.94,135.8,125.3,
2,13,B,14,84,21,106,1496,333,1829,-128,9.64,2.74,163.6,86.9,
2,14,A,14,84,22,106,1512,331,1843,193,9.72,2.81,162.8,85.8,
2,14,B,15,44,8,52,1606,271,1878,195,8.22,3.73,125.7,84.5,
2,15,A,15,40,7,47,1442,362,1804,-13,7.36,3.37,162.1,123.1,
2,15,B,16,43,1,44,1787,90,1877,16,2.26,0.86,40.6,29.8,
2,16,A,16,41,1,42,1748,110,1858,6,2.20,0.85,49.0,38.0,
2,16,B,17,-41,-1,-42,1750,108,1857,68,0.85,2.20,40.8,50.6,
2,17,A,17,-42,-1,-43,1759,106,1865,-183,0.85,2.22,39.9,50.6,
2,17,B,18,54,2,55,1783,93,1876,-166,2.00,0.68,41.9,31.1,
2,18,A,18,54,2,55,1783,93,1876,166,2.00,0.68,41.9,31.1,
2,18,B,19,-42,-1,-43,1759,106,1865,183,0.85,2.22,39.9,50.6,
2,19,A,19,-41,-1,-42,1749,108,1857,-68,0.85,2.21,40.8,50.6,
2,19,B,20,40,1,42,1749,110,1859,-6,2.19,0.86,49.0,37.9,
2,20,A,20,42,1,43,1788,90,1877,-6,2.25,0.87,40.6,29.7,
2,20,B,21,24,5,29,1445,359,1804,23,6.59,4.16,156.1,131.3,
2,21,A,21,28,5,33,1609,269,1878,-204,7.42,4.55,119.5,93.0,
2,21,B,22,71,18,90,1513,330,1844,-202,9.26,3.41,158.6,92.9,
2,22,A,22,71,18,90,1498,333,1831,120,9.20,3.34,159.4,94.1,
2,22,B,23,5,1,6,1504,322,1825,122,6.71,6.29,133.3,129.5,
2,23,A,23,5,1,6,1505,323,1828,36,6.72,6.30,133.7,129.9,
2,23,B,24,-13,-4,-17,1511,315,1826,39,6.00,6.97,125.0,137.0,
2,24,A,24,-13,-4,-17,1509,316,1825,34,6.00,6.96,125.3,137.3,
2,24,B,25,-30,-8,-38,1518,309,1827,37,5.39,7.54,117.5,143.2,
2,25,A,25,-30,-8,-38,1517,309,1826,37,5.38,7.53,117.9,143.6,
2,25,B,26,-49,-12,-62,1524,302,1826,40,4.77,8.11,110.1,149.5,
2,26,A,26,-49,-12,-62,1523,303,1826,13,4.76,8.10,110.5,149.9,
2,26,B,27,-57,-14,-71,1522,296,1819,17,4.49,8.17,106.4,149.7,
2,27,A,27,-57,-14,-71,1521,297,1818,-28,4.49,8.16,106.7,150.0,
2,27,B,28,-44,-11,-55,1520,292,1812,-25,4.78,7.50,108.4,140.9,
2,28,A,28,-44,-11,-55,1518,293,1810,-69,4.77,7.49,108.6,141.1,
2,28,B,29,-11,-3,-14,1515,289,1804,-65,5.56,6.21,115.5,124.2,
2,29,A,29,-11,-3,-14,1511,289,1801,-109,5.55,6.19,115.7,124.3,
2,29,B,30,42,9,52,1506,287,1793,-105,6.76,4.36,127.1,100.7,
2,30,A,30,42,9,51,1504,288,1792,-109,6.75,4.36,127.5,101.0,
2,30,B,31,143,32,174,1496,287,1783,-101,8.89,1.25,148.2,61.0,
2,31,A,31,143,32,174,1494,289,1783,-74,8.88,1.24,149.0,61.8,
2,31,B,32,209,45,254,1492,281,1773,-66,9.79,-0.39,156.4,39.2,
2,32,A,32,157,35,192,1623,295,1918,-66,9.14,1.47,152.7,62.1,
2,32,B,33,226,36,263,1633,277,1910,-58,10.02,-0.04,159.9,41.4,
2,33,A,33,227,36,263,1640,273,1913,71,10.06,-0.03,158.0,39.5,
2,33,B,34,122,23,145,1578,315,1893,80,10.35,1.72,173.0,72.2,
2,34,A,34,124,23,147,1603,302,1905,59,10.52,1.75,166.9,65.8,
2,34,B,35,-42,-11,-53,1397,436,1833,72,5.16,15.28,175.6,276.9,
2,35,A,4,-61,0,-61,50,0,50,-144,0.04,0.16,0.0,0.0,
2,35,B,66,-10,0,-10,50,0,50,-144,0.09,0.11,0.0,0.0,
2,36,A,66,-13,-1,-14,94,58,152,-12,1.25,-0.21,52.1,43.7,
2,36,B,67,-4,0,-4,101,60,161,8,0.79,0.32,48.2,48.0,
2,37,A,32,62,0,62,50,0,50,144,0.16,0.04,0.0,0.0,
2,37,B,68,11,0,11,50,0,50,144,0.11,0.09,0.0,0.0,
2,38,A,68,6,0,6,92,60,152,12,0.17,0.85,47.2,48.3,
2,38,B,69,-3,-1,-4,102,59,161,-8,0.75,0.38,51.4,44.9,
2,FORCES,IN,TENDONS,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
2,FORCES,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
3,1,A,1,-42,-11,-53,1396,436,1832,-67,5.15,15.27,175.5,276.7,
3,1,B,2,39,17,56,1616,295,1911,-4,7.95,5.18,157.1,82.2,
3,2,A,2,37,17,54,1590,309,1899,-27,7.78,5.15,163.2,88.6,
3,2,B,3,45,25,70,1664,262,1926,8,6.53,4.55,143.4,61.7,
3,3,A,3,44,25,69,1653,266,1919,141,6.48,4.52,145.2,63.6,
3,3,B,4,-117,11,-105,1645,288,1934,167,3.30,8.98,128.5,99.0,
3,4,A,4,72,33,105,1143,262,1405,-4,5.59,2.10,137.6,51.2,
3,4,B,5,70,25,95,1138,270,1408,22,5.85,2.10,134.5,66.6,
3,5,A,5,70,25,95,1140,268,1408,47,5.86,2.11,133.7,65.8,
3,5,B,6,18,6,24,1144,270,1415,74,4.78,3.77,116.9,99.5,
3,6,A,6,18,6,24,1147,269,1416,62,4.79,3.77,116.5,99.2,
3,6,B,7,-14,-4,-18,1152,272,1423,76,4.07,4.92,107.5,118.8,
3,7,A,7,-14,-4,-18,1155,271,1426,32,4.09,4.93,107.3,118.6,
3,7,B,8,-32,-10,-42,1158,275,1433,46,3.69,5.66,102.4,132.1,
3,8,A,8,-32,-10,-42,1160,274,1435,1,3.70,5.67,102.2,131.8,
3,8,B,9,-35,-12,-46,1162,280,1442,14,3.67,5.92,102.0,138.1,
3,9,A,9,-35,-12,-46,1163,279,1442,-30,3.68,5.92,101.7,137.8,
3,9,B,10,-23,-9,-32,1163,285,1449,-17,4.08,5.62,106.9,135.8,
3,10,A,10,-23,-9,-32,1164,284,1449,-38,4.08,5.62,106.5,135.4,
3,10,B,11,-8,-5,-13,1157,291,1448,-24,4.57,5.14,113.7,129.9,
3,11,A,11,-8,-5,-13,1158,290,1448,-24,4.58,5.14,113.4,129.5,
3,11,B,12,0,-2,-2,1150,297,1447,-11,4.88,4.91,119.9,125.2,
3,12,A,12,0,-2,-2,1151,296,1447,-21,4.88,4.91,119.6,124.9,
3,12,B,13,5,2,7,1149,303,1452,-8,5.15,4.78,127.1,119.4,
3,13,A,13,5,2,7,1149,303,1452,-190,5.15,4.78,126.8,119.1,
3,13,B,14,109,24,133,1140,314,1454,-177,8.96,-0.01,158.7,73.2,
3,14,A,14,109,24,133,1180,313,1493,338,9.13,0.16,158.5,72.6,
3,14,B,15,32,7,39,1273,255,1528,344,6.36,3.12,117.2,80.9,
3,15,A,15,27,6,34,1081,344,1425,-3,5.39,2.65,153.0,118.9,
3,15,B,16,13,1,14,1404,85,1490,26,1.43,1.01,37.5,30.1,
3,16,A,16,11,1,12,1369,105,1474,-9,1.38,1.01,45.9,38.3,
3,16,B,17,-36,-1,-37,1368,104,1472,52,0.60,1.78,39.3,48.5,
3,17,A,17,-36,-1,-37,1378,102,1480,-211,0.60,1.80,38.4,48.5,
3,17,B,18,75,2,77,1402,90,1491,-195,1.97,0.14,41.2,28.5,
3,18,A,18,75,2,77,1402,90,1491,195,1.97,0.14,41.2,28.5,
3,18,B,19,-36,-1,-38,1378,102,1480,212,0.60,1.80,38.4,48.5,
3,19,A,19,-36,-1,-37,1368,104,1472,-52,0.60,1.79,39.3,48.5,
3,19,B,20,11,1,12,1369,105,1474,9,1.37,1.02,46.0,38.2,
3,20,A,20,12,1,13,1405,85,1490,-16,1.42,1.02,37.6,30.0,
3,20,B,21,12,4,15,1084,341,1425,13,4.62,3.44,147.0,127.1,
3,21,A,21,16,4,20,1276,252,1528,-354,5.56,3.94,110.9,89.3,
3,21,B,22,96,21,117,1181,312,1493,-348,8.68,0.76,154.2,79.8,
3,22,A,22,97,21,117,1142,313,1456,168,8.51,0.59,154.5,80.4,
3,22,B,23,-3,0,-3,1150,302,1452,182,4.88,5.13,124.3,123.3,
3,23,A,23,-3,0,-3,1149,303,1451,4,4.88,5.13,124.6,123.6,
3,23,B,24,-6,-3,-9,1153,296,1449,17,4.70,5.16,117.9,127.7,
3,24,A,24,-6,-3,-9,1152,297,1448,11,4.70,5.15,118.2,128.1,
3,24,B,25,-14,-6,-20,1160,290,1450,24,4.41,5.37,111.8,132.3,
3,25,A,25,-14,-6,-20,1158,291,1449,24,4.41,5.37,112.1,132.7,
3,25,B,26,-28,-10,-39,1165,284,1449,37,3.93,5.83,104.9,138.0,
3,26,A,26,-28,-10,-39,1164,285,1449,10,3.92,5.83,105.3,138.4,
3,26,B,27,-37,-12,-49,1163,279,1442,23,3.62,5.99,101.1,138.7,
3,27,A,27,-37,-12,-49,1162,279,1441,-22,3.62,5.99,101.4,139.1,
3,27,B,28,-30,-10,-40,1160,274,1434,-8,3.74,5.61,102.5,131.3,
3,28,A,28,-30,-10,-40,1158,275,1433,-53,3.73,5.60,102.7,131.5,
3,28,B,29,-9,-3,-12,1154,271,1426,-39,4.21,4.76,108.5,116.7,
3,29,A,29,-9,-3,-12,1151,272,1423,-83,4.20,4.75,108.7,116.9,
3,29,B,30,26,8,34,1146,270,1415,-69,5.00,3.50,118.5,96.0,
3,30,A,30,26,8,34,1144,271,1414,-72,4.99,3.49,118.9,96.3,
3,30,B,31,77,26,103,1140,268,1408,-45,6.02,1.91,135.1,63.6,
3,31,A,31,77,26,103,1138,270,1408,-19,6.01,1.90,135.9,64.4,
3,31,B,32,75,34,109,1143,262,1405,7,5.67,1.99,138.3,50.3,
3,32,A,32,-113,12,-101,1646,288,1934,-164,3.37,8.90,129.3,97.9,
3,32,B,33,45,25,70,1654,266,1920,-138,6.49,4.51,145.4,63.4,
3,33,A,33,45,25,70,1665,262,1927,-7,6.54,4.53,143.6,61.6,
3,33,B,34,37,17,55,1591,309,1900,27,7.80,5.14,163.4,88.4,
3,34,A,34,39,17,57,1617,296,1913,4,7.97,5.17,157.3,82.1,
3,34,B,35,-42,-11,-53,1397,436,1833,67,5.16,15.28,175.6,276.9,
3,35,A,4,-212,0,-212,216,0,216,-533,0.22,0.64,0.0,0.0,
3,35,B,66,-22,0,-22,216,0,216,-533,0.41,0.45,0.0,0.0,
3,36,A,66,-25,-2,-27,503,71,575,-14,4.18,1.39,66.4,52.8,
3,36,B,67,-4,0,-4,509,75,584,6,3.05,2.58,59.9,59.7,
3,37,A,32,212,0,212,216,0,216,533,0.64,0.22,0.0,0.0,
3,37,B,68,23,0,23,216,0,216,533,0.46,0.41,0.0,0.0,
3,38,A,68,18,1,19,499,76,575,15,1.75,3.77,56.3,62.6,
3,38,B,69,-3,-1,-4,510,73,583,-6,3.01,2.63,63.2,56.6,
3,FORCES,IN,TENDONS,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
3,FORCES,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,
4,1,A,1,-38,-10,-48,1417,438,1855,-63,5.72,14.84,177.4,275.0,
4,1,B,2,31,17,47,1639,296,1935,0,7.78,5.62,156.6,84.3,
4,2,A,2,33,17,50,1628,310,1938,-23,7.80,5.49,163.5,90.2,
4,2,B,3,34,24,58,1703,263,1966,12,6.45,4.94,143.2,63.7,
4,3,A,3,36,25,60,1698,267,1966,148,6.47,4.88,145.4,65.3,
4,3,B,4,-131,10,-121,1691,290,1981,174,3.14,9.55,128.1,101.7,
4,4,A,4,65,33,98,1161,262,1424,-6,5.52,2.33,137.4,52.3,
4,4,B,5,66,24,90,1156,270,1427,20,5.82,2.30,134.4,67.5,
4,5,A,5,65,24,89,1154,268,1423,45,5.79,2.32,133.4,66.9,
4,5,B,6,14,6,20,1159,271,1429,72,4.75,3.93,116.8,100.3,
4,6,A,6,14,6,19,1159,270,1428,60,4.73,3.95,116.3,100.0,
4,6,B,7,-17,-4,-22,1163,272,1435,74,4.03,5.07,107.4,119.5,
4,7,A,7,-18,-4,-22,1164,272,1436,30,4.02,5.09,107.1,119.4,
4,7,B,8,-35,-10,-45,1168,275,1443,44,3.65,5.79,102.3,132.7,
4,8,A,8,-35,-10,-45,1168,275,1442,-1,3.64,5.81,102.0,132.5,
4,8,B,9,-37,-12,-49,1170,280,1449,13,3.64,6.03,101.9,138.7,
4,9,A,9,-38,-12,-49,1169,279,1448,-32,3.62,6.05,101.5,138.4,
4,9,B,10,-25,-9,-34,1169,286,1454,-19,4.05,5.71,106.8,136.3,
4,10,A,10,-25,-9,-34,1168,284,1452,-39,4.03,5.73,106.3,135.9,
4,10,B,11,-9,-5,-14,1160,291,1451,-26,4.54,5.21,113.6,130.2,
4,11,A,11,-10,-5,-15,1159,290,1449,-26,4.53,5.23,113.2,129.9,
4,11,B,12,-1,-2,-3,1151,297,1448,-13,4.85,4.96,119.8,125.4,
4,12,A,12,-2,-2,-4,1150,296,1446,-23,4.83,4.97,119.4,125.1,
4,12,B,13,4,2,6,1147,303,1451,-10,5.12,4.80,127.0,119.5,
4,13,A,13,4,2,6,1146,302,1448,-193,5.09,4.82,126.5,119.3,
4,13,B,14,110,24,133,1137,314,1451,-179,8.95,-0.04,158.7,73.0,
4,14,A,14,109,24,133,1172,313,1484,339,9.09,0.13,158.3,72.5,
4,14,B,15,32,7,39,1265,254,1519,345,6.31,3.10,117.0,80.8,
4,15,A,15,26,6,32,1068,343,1411,-6,5.28,2.67,152.6,119.0,
4,15,B,16,16,1,17,1390,85,1475,23,1.48,0.94,37.6,29.8,
4,16,A,16,16,1,16,1345,105,1451,-7,1.43,0.92,46.0,37.9,
4,16,B,17,-37,-1,-38,1345,103,1449,55,0.56,1.78,39.2,48.5,
4,17,A,17,-37,-1,-39,1355,102,1457,-210,0.57,1.80,38.2,48.5,
4,17,B,18,73,2,75,1379,89,1468,-193,1.93,0.14,41.1,28.5,
4,18,A,18,73,2,75,1379,89,1468,193,1.93,0.14,41.1,28.5,
4,18,B,19,-37,-1,-39,1355,102,1457,210,0.56,1.80,38.3,48.5,
4,19,A,19,-37,-1,-38,1345,103,1449,-55,0.56,1.78,39.2,48.4,
4,19,B,20,15,1,16,1346,105,1451,7,1.43,0.92,46.1,37.8,
4,20,A,20,16,1,17,1389,85,1474,-13,1.48,0.94,37.7,29.7,
4,20,B,21,10,4,14,1070,341,1411,17,4.51,3.46,146.5,127.2,
4,21,A,21,15,4,19,1264,251,1515,-356,5.48,3.93,110.5,89.3,
4,21,B,22,96,21,117,1169,312,1481,-349,8.61,0.73,153.9,79.6,
4,22,A,22,94,20,115,1123,312,1435,176,8.34,0.61,153.7,80.4,
4,22,B,23,-11,0,-11,1130,301,1431,190,4.55,5.37,122.9,124.4,
4,23,A,23,-4,0,-4,1145,303,1448,5,4.82,5.16,124.3,123.8,
4,23,B,24,-8,-3,-11,1149,296,1445,18,4.62,5.23,117.6,128.1,
4,24,A,24,-7,-3,-10,1153,297,1450,12,4.68,5.19,118.2,128.3,
4,24,B,25,-15,-6,-22,1161,290,1451,26,4.37,5.44,111.6,132.6,
4,25,A,25,-15,-6,-21,1161,291,1452,26,4.38,5.44,112.0,133.0,
4,25,B,26,-30,-11,-41,1168,284,1452,39,3.87,5.93,104.7,138.5,
4,26,A,26,-30,-11,-41,1169,285,1455,12,3.89,5.92,105.2,138.9,
4,26,B,27,-39,-12,-52,1168,279,1447,25,3.57,6.12,100.9,139.3,
4,27,A,27,-39,-12,-51,1169,280,1449,-20,3.58,6.10,101.3,139.6,
4,27,B,28,-34,-10,-43,1167,275,1442,-6,3.68,5.76,102.3,132.0,
4,28,A,28,-33,-10,-43,1167,275,1443,-51,3.69,5.74,102.6,132.1,
4,28,B,29,-13,-3,-16,1164,272,1436,-37,4.15,4.92,108.3,117.5,
4,29,A,29,-12,-3,-16,1163,272,1435,-81,4.16,4.90,108.5,117.6,
4,29,B,30,22,7,30,1158,270,1428,-67,4.94,3.68,118.3,96.9,
4,30,A,30,23,8,30,1158,271,1430,-70,4.96,3.66,118.8,97.1,
4,30,B,31,71,25,97,1155,269,1423,-43,5.94,2.13,134.9,64.7,
4,31,A,31,72,26,98,1156,271,1427,-17,5.97,2.10,135.8,65.4,
4,31,B,32,69,33,102,1161,262,1424,9,5.60,2.23,138.0,51.4,
4,32,A,32,-128,11,-117,1691,290,1981,-171,3.21,9.46,128.8,100.7,
4,32,B,33,36,25,61,1699,268,1967,-145,6.49,4.87,145.6,65.2,
4,33,A,33,34,24,58,1702,263,1965,-12,6.45,4.94,143.3,63.6,
4,33,B,34,32,17,49,1627,310,1938,23,7.79,5.50,163.5,90.2,
4,34,A,34,21,16,37,1620,294,1915,-2,7.40,5.94,155.1,85.7,
4,34,B,35,-42,-11,-53,1398,436,1833,61,5.16,15.29,175.6,276.9,
4,35,A,4,-224,0,-224,225,0,225,-556,0.23,0.67,0.0,0.0,
4,35,B,66,-27,0,-27,225,0,225,-556,0.42,0.48,0.0,0.0,
4,36,A,66,-29,-2,-31,528,72,600,-15,4.53,1.30,67.9,52.6,
4,36,B,67,-4,0,-4,533,76,609,5,3.18,2.71,60.6,60.4,
4,37,A,32,224,0,224,225,0,225,556,0.68,0.23,0.0,0.0,
4,37,B,68,27,0,27,225,0,225,556,0.48,0.42,0.0,0.0,
4,38,A,68,22,1,23,523,77,600,15,1.68,4.11,56.2,64.1,
4,38,B,69,-3,-1,-4,534,74,608,-5,3.14,2.76,63.9,57.3,
4,39,A,36,1,0,1,-22,-1,-23,1,-0.09,0.02,-0.4,-0.1,
4,39,B,37,-2,0,-2,-22,-2,-23,1,0.07,-0.14,0.0,-0.5,
4,40,A,37,0,0,0,-38,-2,-40,1,-0.05,-0.07,-0.4,-0.5,
4,40,B,38,-1,0,-1,-37,-2,-40,1,0.00,-0.11,-0.3,-0.6,
4,41,A,38,0,0,0,-45,-2,-48,1,-0.06,-0.08,-0.5,-0.6,
4,41,B,39,-1,0,-1,-45,-3,-48,1,-0.01,-0.13,-0.4,-0.7,
4,42,A,39,-1,0,-1,-40,-2,-42,0,-0.03,-0.09,-0.4,-0.6,
4,42,B,40,0,0,0,-40,-2,-42,0,-0.05,-0.07,-0.5,-0.5,
4,43,A,40,-1,0,-1,-37,-2,-39,0,-0.03,-0.09,-0.4,-0.5,
4,43,B,41,0,0,0,-37,-2,-39,0,-0.05,-0.07,-0.4,-0.5,
4,44,A,41,-1,0,-1,-34,-2,-36,-1,-0.03,-0.08,-0.3,-0.5,
4,44,B,42,0,0,0,-34,-2,-36,-1,-0.04,-0.06,-0.4,-0.4,
